clip_name,clip_path,label
v_TableTennisShot_g24_c03,/train/TableTennisShot/v_TableTennisShot_g24_c03.avi,TableTennisShot
v_TableTennisShot_g12_c01,/train/TableTennisShot/v_TableTennisShot_g12_c01.avi,TableTennisShot
v_TableTennisShot_g03_c01,/train/TableTennisShot/v_TableTennisShot_g03_c01.avi,TableTennisShot
v_TableTennisShot_g24_c07,/train/TableTennisShot/v_TableTennisShot_g24_c07.avi,TableTennisShot
v_TableTennisShot_g01_c02,/train/TableTennisShot/v_TableTennisShot_g01_c02.avi,TableTennisShot
v_TableTennisShot_g20_c04,/train/TableTennisShot/v_TableTennisShot_g20_c04.avi,TableTennisShot
v_TableTennisShot_g15_c01,/train/TableTennisShot/v_TableTennisShot_g15_c01.avi,TableTennisShot
v_TableTennisShot_g09_c02,/train/TableTennisShot/v_TableTennisShot_g09_c02.avi,TableTennisShot
v_TableTennisShot_g10_c01,/train/TableTennisShot/v_TableTennisShot_g10_c01.avi,TableTennisShot
v_TableTennisShot_g11_c05,/train/TableTennisShot/v_TableTennisShot_g11_c05.avi,TableTennisShot
v_TableTennisShot_g02_c04,/train/TableTennisShot/v_TableTennisShot_g02_c04.avi,TableTennisShot
v_TableTennisShot_g11_c04,/train/TableTennisShot/v_TableTennisShot_g11_c04.avi,TableTennisShot
v_TableTennisShot_g20_c07,/train/TableTennisShot/v_TableTennisShot_g20_c07.avi,TableTennisShot
v_TableTennisShot_g15_c06,/train/TableTennisShot/v_TableTennisShot_g15_c06.avi,TableTennisShot
v_TableTennisShot_g03_c03,/train/TableTennisShot/v_TableTennisShot_g03_c03.avi,TableTennisShot
v_TableTennisShot_g20_c05,/train/TableTennisShot/v_TableTennisShot_g20_c05.avi,TableTennisShot
v_TableTennisShot_g16_c07,/train/TableTennisShot/v_TableTennisShot_g16_c07.avi,TableTennisShot
v_TableTennisShot_g06_c06,/train/TableTennisShot/v_TableTennisShot_g06_c06.avi,TableTennisShot
v_TableTennisShot_g21_c03,/train/TableTennisShot/v_TableTennisShot_g21_c03.avi,TableTennisShot
v_TableTennisShot_g23_c05,/train/TableTennisShot/v_TableTennisShot_g23_c05.avi,TableTennisShot
v_TableTennisShot_g04_c01,/train/TableTennisShot/v_TableTennisShot_g04_c01.avi,TableTennisShot
v_TableTennisShot_g16_c06,/train/TableTennisShot/v_TableTennisShot_g16_c06.avi,TableTennisShot
v_TableTennisShot_g19_c06,/train/TableTennisShot/v_TableTennisShot_g19_c06.avi,TableTennisShot
v_TableTennisShot_g20_c02,/train/TableTennisShot/v_TableTennisShot_g20_c02.avi,TableTennisShot
v_TableTennisShot_g21_c01,/train/TableTennisShot/v_TableTennisShot_g21_c01.avi,TableTennisShot
v_TableTennisShot_g15_c03,/train/TableTennisShot/v_TableTennisShot_g15_c03.avi,TableTennisShot
v_TableTennisShot_g21_c04,/train/TableTennisShot/v_TableTennisShot_g21_c04.avi,TableTennisShot
v_TableTennisShot_g02_c02,/train/TableTennisShot/v_TableTennisShot_g02_c02.avi,TableTennisShot
v_TableTennisShot_g22_c06,/train/TableTennisShot/v_TableTennisShot_g22_c06.avi,TableTennisShot
v_TableTennisShot_g04_c03,/train/TableTennisShot/v_TableTennisShot_g04_c03.avi,TableTennisShot
v_TableTennisShot_g07_c02,/train/TableTennisShot/v_TableTennisShot_g07_c02.avi,TableTennisShot
v_TableTennisShot_g09_c06,/train/TableTennisShot/v_TableTennisShot_g09_c06.avi,TableTennisShot
v_TableTennisShot_g06_c01,/train/TableTennisShot/v_TableTennisShot_g06_c01.avi,TableTennisShot
v_TableTennisShot_g01_c05,/train/TableTennisShot/v_TableTennisShot_g01_c05.avi,TableTennisShot
v_TableTennisShot_g14_c05,/train/TableTennisShot/v_TableTennisShot_g14_c05.avi,TableTennisShot
v_TableTennisShot_g10_c03,/train/TableTennisShot/v_TableTennisShot_g10_c03.avi,TableTennisShot
v_TableTennisShot_g08_c03,/train/TableTennisShot/v_TableTennisShot_g08_c03.avi,TableTennisShot
v_TableTennisShot_g07_c01,/train/TableTennisShot/v_TableTennisShot_g07_c01.avi,TableTennisShot
v_TableTennisShot_g23_c04,/train/TableTennisShot/v_TableTennisShot_g23_c04.avi,TableTennisShot
v_TableTennisShot_g17_c02,/train/TableTennisShot/v_TableTennisShot_g17_c02.avi,TableTennisShot
v_TableTennisShot_g22_c05,/train/TableTennisShot/v_TableTennisShot_g22_c05.avi,TableTennisShot
v_TableTennisShot_g20_c01,/train/TableTennisShot/v_TableTennisShot_g20_c01.avi,TableTennisShot
v_TableTennisShot_g17_c01,/train/TableTennisShot/v_TableTennisShot_g17_c01.avi,TableTennisShot
v_TableTennisShot_g06_c05,/train/TableTennisShot/v_TableTennisShot_g06_c05.avi,TableTennisShot
v_TableTennisShot_g14_c02,/train/TableTennisShot/v_TableTennisShot_g14_c02.avi,TableTennisShot
v_TableTennisShot_g06_c04,/train/TableTennisShot/v_TableTennisShot_g06_c04.avi,TableTennisShot
v_TableTennisShot_g05_c06,/train/TableTennisShot/v_TableTennisShot_g05_c06.avi,TableTennisShot
v_TableTennisShot_g14_c04,/train/TableTennisShot/v_TableTennisShot_g14_c04.avi,TableTennisShot
v_TableTennisShot_g15_c07,/train/TableTennisShot/v_TableTennisShot_g15_c07.avi,TableTennisShot
v_TableTennisShot_g21_c02,/train/TableTennisShot/v_TableTennisShot_g21_c02.avi,TableTennisShot
v_TableTennisShot_g25_c04,/train/TableTennisShot/v_TableTennisShot_g25_c04.avi,TableTennisShot
v_TableTennisShot_g06_c03,/train/TableTennisShot/v_TableTennisShot_g06_c03.avi,TableTennisShot
v_TableTennisShot_g03_c02,/train/TableTennisShot/v_TableTennisShot_g03_c02.avi,TableTennisShot
v_TableTennisShot_g10_c04,/train/TableTennisShot/v_TableTennisShot_g10_c04.avi,TableTennisShot
v_TableTennisShot_g25_c02,/train/TableTennisShot/v_TableTennisShot_g25_c02.avi,TableTennisShot
v_TableTennisShot_g19_c01,/train/TableTennisShot/v_TableTennisShot_g19_c01.avi,TableTennisShot
v_TableTennisShot_g13_c04,/train/TableTennisShot/v_TableTennisShot_g13_c04.avi,TableTennisShot
v_TableTennisShot_g22_c01,/train/TableTennisShot/v_TableTennisShot_g22_c01.avi,TableTennisShot
v_TableTennisShot_g24_c06,/train/TableTennisShot/v_TableTennisShot_g24_c06.avi,TableTennisShot
v_TableTennisShot_g12_c02,/train/TableTennisShot/v_TableTennisShot_g12_c02.avi,TableTennisShot
v_TableTennisShot_g19_c07,/train/TableTennisShot/v_TableTennisShot_g19_c07.avi,TableTennisShot
v_TableTennisShot_g11_c02,/train/TableTennisShot/v_TableTennisShot_g11_c02.avi,TableTennisShot
v_TableTennisShot_g02_c01,/train/TableTennisShot/v_TableTennisShot_g02_c01.avi,TableTennisShot
v_TableTennisShot_g25_c06,/train/TableTennisShot/v_TableTennisShot_g25_c06.avi,TableTennisShot
v_TableTennisShot_g09_c03,/train/TableTennisShot/v_TableTennisShot_g09_c03.avi,TableTennisShot
v_TableTennisShot_g13_c03,/train/TableTennisShot/v_TableTennisShot_g13_c03.avi,TableTennisShot
v_TableTennisShot_g20_c06,/train/TableTennisShot/v_TableTennisShot_g20_c06.avi,TableTennisShot
v_TableTennisShot_g23_c06,/train/TableTennisShot/v_TableTennisShot_g23_c06.avi,TableTennisShot
v_TableTennisShot_g10_c02,/train/TableTennisShot/v_TableTennisShot_g10_c02.avi,TableTennisShot
v_TableTennisShot_g01_c04,/train/TableTennisShot/v_TableTennisShot_g01_c04.avi,TableTennisShot
v_TableTennisShot_g16_c05,/train/TableTennisShot/v_TableTennisShot_g16_c05.avi,TableTennisShot
v_TableTennisShot_g16_c02,/train/TableTennisShot/v_TableTennisShot_g16_c02.avi,TableTennisShot
v_TableTennisShot_g08_c04,/train/TableTennisShot/v_TableTennisShot_g08_c04.avi,TableTennisShot
v_TableTennisShot_g18_c02,/train/TableTennisShot/v_TableTennisShot_g18_c02.avi,TableTennisShot
v_TableTennisShot_g18_c01,/train/TableTennisShot/v_TableTennisShot_g18_c01.avi,TableTennisShot
v_TableTennisShot_g24_c02,/train/TableTennisShot/v_TableTennisShot_g24_c02.avi,TableTennisShot
v_TableTennisShot_g05_c05,/train/TableTennisShot/v_TableTennisShot_g05_c05.avi,TableTennisShot
v_TableTennisShot_g07_c03,/train/TableTennisShot/v_TableTennisShot_g07_c03.avi,TableTennisShot
v_TableTennisShot_g11_c01,/train/TableTennisShot/v_TableTennisShot_g11_c01.avi,TableTennisShot
v_TableTennisShot_g22_c04,/train/TableTennisShot/v_TableTennisShot_g22_c04.avi,TableTennisShot
v_TableTennisShot_g08_c02,/train/TableTennisShot/v_TableTennisShot_g08_c02.avi,TableTennisShot
v_TableTennisShot_g05_c01,/train/TableTennisShot/v_TableTennisShot_g05_c01.avi,TableTennisShot
v_TableTennisShot_g05_c03,/train/TableTennisShot/v_TableTennisShot_g05_c03.avi,TableTennisShot
v_TableTennisShot_g16_c04,/train/TableTennisShot/v_TableTennisShot_g16_c04.avi,TableTennisShot
v_TableTennisShot_g04_c05,/train/TableTennisShot/v_TableTennisShot_g04_c05.avi,TableTennisShot
v_TableTennisShot_g23_c07,/train/TableTennisShot/v_TableTennisShot_g23_c07.avi,TableTennisShot
v_TableTennisShot_g17_c03,/train/TableTennisShot/v_TableTennisShot_g17_c03.avi,TableTennisShot
v_TableTennisShot_g01_c03,/train/TableTennisShot/v_TableTennisShot_g01_c03.avi,TableTennisShot
v_TableTennisShot_g25_c01,/train/TableTennisShot/v_TableTennisShot_g25_c01.avi,TableTennisShot
v_TableTennisShot_g22_c02,/train/TableTennisShot/v_TableTennisShot_g22_c02.avi,TableTennisShot
v_TableTennisShot_g01_c01,/train/TableTennisShot/v_TableTennisShot_g01_c01.avi,TableTennisShot
v_TableTennisShot_g20_c03,/train/TableTennisShot/v_TableTennisShot_g20_c03.avi,TableTennisShot
v_TableTennisShot_g22_c03,/train/TableTennisShot/v_TableTennisShot_g22_c03.avi,TableTennisShot
v_TableTennisShot_g17_c04,/train/TableTennisShot/v_TableTennisShot_g17_c04.avi,TableTennisShot
v_TableTennisShot_g03_c04,/train/TableTennisShot/v_TableTennisShot_g03_c04.avi,TableTennisShot
v_TableTennisShot_g11_c03,/train/TableTennisShot/v_TableTennisShot_g11_c03.avi,TableTennisShot
v_TableTennisShot_g09_c01,/train/TableTennisShot/v_TableTennisShot_g09_c01.avi,TableTennisShot
v_TableTennisShot_g18_c04,/train/TableTennisShot/v_TableTennisShot_g18_c04.avi,TableTennisShot
v_TableTennisShot_g24_c04,/train/TableTennisShot/v_TableTennisShot_g24_c04.avi,TableTennisShot
v_TableTennisShot_g14_c03,/train/TableTennisShot/v_TableTennisShot_g14_c03.avi,TableTennisShot
v_TableTennisShot_g19_c04,/train/TableTennisShot/v_TableTennisShot_g19_c04.avi,TableTennisShot
v_TableTennisShot_g01_c06,/train/TableTennisShot/v_TableTennisShot_g01_c06.avi,TableTennisShot
v_TableTennisShot_g14_c01,/train/TableTennisShot/v_TableTennisShot_g14_c01.avi,TableTennisShot
v_TableTennisShot_g15_c04,/train/TableTennisShot/v_TableTennisShot_g15_c04.avi,TableTennisShot
v_TableTennisShot_g07_c04,/train/TableTennisShot/v_TableTennisShot_g07_c04.avi,TableTennisShot
v_Rowing_g11_c06,/train/Rowing/v_Rowing_g11_c06.avi,Rowing
v_Rowing_g02_c06,/train/Rowing/v_Rowing_g02_c06.avi,Rowing
v_Rowing_g05_c01,/train/Rowing/v_Rowing_g05_c01.avi,Rowing
v_Rowing_g10_c01,/train/Rowing/v_Rowing_g10_c01.avi,Rowing
v_Rowing_g03_c07,/train/Rowing/v_Rowing_g03_c07.avi,Rowing
